transliteration,translation,augmentation
a-na šu-iš-tár qí-bi-ma um-ma zu-ba ma-ta-ga-x ú (d)UTU-ba-ni-ma a-šu-mì ša-áp-tim ša ta-áš-pu-ra-ni eṭ-lu-tum i-ma-qú-tù-ni-ma ša-áp-tám iš-té-ni-iš₆ ni-dá-an-ma KÙ.BABBAR ni-zu-wa-azₓ KI i-x x x a-na pu-šu-ki-in nu-šé-ba-lam a šu-mì É-be-et DAM.GÀR-ri-im ša sà-im qá-áb-a-tí-ni a-na-kam iš-tí ir-ma-a-šur a-ta-am-ga-ar um-ma šu-ut-ma té-er-tù-šu a-ṣé-er i-ku-pì-a-šur ú i-a-tí li-li-kam-ma la-dí-na-ku-um xx x ki-ma ak-lá-ku-kà-ni xxxx gi₅-im-lá-ni … xxxx ša ma-ma-a x da-mì iq-tám a-na x ša-áp-tám xxx a-na ší-tí xxx šé-bi₄-lam,"Say to Šu-Ištar, thus Zuba, Mataga..., and Šamaš-bāni: As for the wool about which you wrote, when the men arrive here we will sell all the wool together and we will divide the silver and with ... ... we will send it to Pūšu-kēn. As for calling at a merchant's house (for a loan), as you have promised, I have here now come to an agreement with Ir'am-Aššur and he said: 'Let his instruction come to Ikūn-pī-Aššur and to me, then I will give it to you'. ... ... ... since I ? you ... ... ... ... ... do me a favor ... ... ... ... ... ... ... ... ... ... [... ... wool?] of Mamma ... ... ... ... ... ... ... the wool ... ... ... ... ... for the rest of ... ... ... ... ... ... send to me.""""",lexicon_variant
um-ma … a-na a-lá-ḫi-im qí-bi-ma a-pu-tum i-na u₄-mì-im ša ṭup-pí ta-ša-me-ú tí-ib-a-ma a-tal-kam um-me-a-nu a-bi-kà iš-tí-in ù ší-na … a-wa-tim a-ḫu-kà … uš-ta-ar-ší-ú ṭup-pá-am ša a-ma-kam a-na i-li-a ta-dí-na-ni-ma ù … um-me-a-ni e-pu-lu-ni x-kà-a URUDU šu-a-tí x x x x kà-a ma-la x x x i-na li-bi-šu i-ší-tù lu a-na ší-im URUDU SIG₅ ú e-ma-ri ša a-na ša-lá-tù-ar tù-šé-bi-lá-ni-ma qá-sú iš-ku-nu a-na mì-ma a-nim ší-bi šu-ku-šu-ma ma-lá URUDU SIG₅ i É-tí-šu i-ba-ší-ú a-ḫa-ma i-na URUDU SIG₅ ša qá-sú iš-ku-nu a-na ni-bi-it URUDU SIG₅ IGI ší-bi ta-aḫ-sí-is-tám i-dí-ma tí-ib-a-ma a-tal-kam ù a-na-kam iš-tí um-me-a-ni lu-za-ki-ku-nu i-na … lá tù-uš-té-ṣa-a … um-me-a-nu … lá ú-ša … pu-… lá … x x … a-tal-kam,"From ... to Ali-ahum: Urgent, the very day you hear my letter set out and come! One or two of your father's investors have been embroiled in a lawsuit ... your brother ... the tablet that you gave me there to Iliya, and then ... the investors answered. ... that copper .... remains owed by him and that he laid claim to the good copper and the donkeys you sent me in Šalatuwar. Set witnesses for all this against him, and set down a memo before witnesses concerning the specification on copper of good quality - about how much good copper is in his house as well as the good copper to which he laid claim, and set out and come. Then I shall clear you here with the investors. Do not quarrel. ...",none
ú-ma … a-na a-lá-ḫi-im qí-bi-ma a-pu-tum i-na u₄-mì-im ša ṭup-pí ta-ša-me-ú tí-ib-a-ma a-tal-kam um-me-a-nu a-bi-kà iš-tí-in ù ší-na … a-wa-tim a-ḫu-kà … uš-ta-ar-ší-ú ṭup-pá-am ša a-ma-kam a-na i-li-a ta-dí-na-ni-ma ù … um-me-a-ni e-pu-lu-ni x-kà-a URUDU šu-a-tí x x x x kà-a ma-la x x x i-na li-bi-šu i-ší-tù lu a-na ší-im URUDU SIG₅ ú e-ma-ri ša a-na ša-lá-tù-ar tù-šé-bi-lá-ni-ma qá-sú iš-ku-nu a-na mì-ma a-nim ší-bi šu-ku-šu-ma ma-lá URUDU SIG₅ i É-tí-šu i-ba-ší-ú a-ḫa-ma i-na URUDU SIG₅ ša qá-sú iš-ku-nu a-na ni-bi-it URUDU SIG₅ IGI ší-bi ta-aḫ-sí-is-tám i-dí-ma tí-ib-a-ma a-tal-kam ù a-na-kam iš-tí um-me-a-ni lu-za-ki-ku-nu i-na … lá tù-uš-té-ṣa-a … um-me-a-nu … lá ú-ša … pu-… lá … x x … a-tal-kam,"From ... to Ali-ahum: Urgent, the very day you hear my letter set out and come! One or two of your father's investors have been embroiled in a lawsuit ... your brother ... the tablet that you gave me there to Iliya, and then ... the investors answered. ... that copper .... remains owed by him and that he laid claim to the good copper and the donkeys you sent me in Šalatuwar. Set witnesses for all this against him, and set down a memo before witnesses concerning the specification on copper of good quality - about how much good copper is in his house as well as the good copper to which he laid claim, and set out and come. Then I shall clear you here with the investors. Do not quarrel. ...",lexicon_variant
u₄-ma … a-na a-lá-ḫi-im qí-bi-ma a-pu-tum i-na u₄-mì-im ša ṭup-pí ta-ša-me-ú tí-ib-a-ma a-tal-kam um-me-a-nu a-bi-kà iš-tí-in ù ší-na … a-wa-tim a-ḫu-kà … uš-ta-ar-ší-ú ṭup-pá-am ša a-ma-kam a-na i-li-a ta-dí-na-ni-ma ù … um-me-a-ni e-pu-lu-ni x-kà-a URUDU šu-a-tí x x x x kà-a ma-la x x x i-na li-bi-šu i-ší-tù lu a-na ší-im URUDU SIG₅ ú e-ma-ri ša a-na ša-lá-tù-ar tù-šé-bi-lá-ni-ma qá-sú iš-ku-nu a-na mì-ma a-nim ší-bi šu-ku-šu-ma ma-lá URUDU SIG₅ i É-tí-šu i-ba-ší-ú a-ḫa-ma i-na URUDU SIG₅ ša qá-sú iš-ku-nu a-na ni-bi-it URUDU SIG₅ IGI ší-bi ta-aḫ-sí-is-tám i-dí-ma tí-ib-a-ma a-tal-kam ù a-na-kam iš-tí um-me-a-ni lu-za-ki-ku-nu i-na … lá tù-uš-té-ṣa-a … um-me-a-nu … lá ú-ša … pu-… lá … x x … a-tal-kam,"From ... to Ali-ahum: Urgent, the very day you hear my letter set out and come! One or two of your father's investors have been embroiled in a lawsuit ... your brother ... the tablet that you gave me there to Iliya, and then ... the investors answered. ... that copper .... remains owed by him and that he laid claim to the good copper and the donkeys you sent me in Šalatuwar. Set witnesses for all this against him, and set down a memo before witnesses concerning the specification on copper of good quality - about how much good copper is in his house as well as the good copper to which he laid claim, and set out and come. Then I shall clear you here with the investors. Do not quarrel. ...",lexicon_variant
šu-pu-na-aḫ-šu ṣú-ḫa-ru-um ša a-we-el-tim i-li-kam-ma šu-mì a-we-el-tim 2 ma-na KÙ a-na GAL sí-mì-il₅-tim áš-qúl,"Šuppun-ahšu, the lady's servant, came and in the name of the lady I paid 2 minas of silver to the Chief of the Staircase.",none
ša-bu-na-aḫ-šu ṣú-ḫa-ru-um ša a-we-el-tim i-li-kam-ma šu-mì a-we-el-tim 2 ma-na KÙ a-na GAL sí-mì-il₅-tim áš-qúl,"Šuppun-ahšu, the lady's servant, came and in the name of the lady I paid 2 minas of silver to the Chief of the Staircase.",lexicon_variant
ša-pu-na-aḫ-šu ṣú-ḫa-ru-um ša a-we-el-tim i-li-kam-ma šu-mì a-we-el-tim 2 ma-na KÙ a-na GAL sí-mì-il₅-tim áš-qúl,"Šuppun-ahšu, the lady's servant, came and in the name of the lady I paid 2 minas of silver to the Chief of the Staircase.",lexicon_variant
a-na ma-nu-ki-a-šur ù a-na-na qí-bi-ma um-ma en-um-a-šur-ma 1 ṭup-pá-am ša ba-áb DINGIR ša 9.5 ma-na 3 GÍN KÙ.BABBAR ša ší-bu-tí a-lu-lá-a ù lá-qé-ep ù 1 ṭup-pu-um ša 5 GÚ URUDU ša ḫu-bu-ul ku-ra ku-nu-ki-a a-kà-li ÌR ša a-šur-ma-lik na-áš-a-ku-nu-tí a-ma-kam iš-tí a-na-na li-ib-ší-ú a-ma-kam im-ra-mu-ša a-na ba-áb-tim ša tù-um-li-a-i-im li-ḫi-id,"To Mannum-kī-Aššur and Anna-anna from Ennam-Aššur: Akali, Aššur-malik's slave is bringing you under my seal 1 tablet from the Gate of the God concerning 9.5 minas 3 shekels of silver, with the testimony of Alulaya and Lā-qēp, plus 1 tablet concerning 5 talents of copper from Kura's debt. Let them remain there with Anna-anna. There Ewarimuša should take care of the outstanding claims of the man from Tumliya. ",none
an-na ma-nu-ki-a-šur ù a-na-na qí-bi-ma um-ma en-um-a-šur-ma 1 ṭup-pá-am ša ba-áb DINGIR ša 9.5 ma-na 3 GÍN KÙ.BABBAR ša ší-bu-tí a-lu-lá-a ù lá-qé-ep ù 1 ṭup-pu-um ša 5 GÚ URUDU ša ḫu-bu-ul ku-ra ku-nu-ki-a a-kà-li ÌR ša a-šur-ma-lik na-áš-a-ku-nu-tí a-ma-kam iš-tí a-na-na li-ib-ší-ú a-ma-kam im-ra-mu-ša a-na ba-áb-tim ša tù-um-li-a-i-im li-ḫi-id,"To Mannum-kī-Aššur and Anna-anna from Ennam-Aššur: Akali, Aššur-malik's slave is bringing you under my seal 1 tablet from the Gate of the God concerning 9.5 minas 3 shekels of silver, with the testimony of Alulaya and Lā-qēp, plus 1 tablet concerning 5 talents of copper from Kura's debt. Let them remain there with Anna-anna. There Ewarimuša should take care of the outstanding claims of the man from Tumliya. ",lexicon_variant
a-na ma-nu-um-ki-a-šur ù a-na-na qí-bi-ma um-ma en-um-a-šur-ma 1 ṭup-pá-am ša ba-áb DINGIR ša 9.5 ma-na 3 GÍN KÙ.BABBAR ša ší-bu-tí a-lu-lá-a ù lá-qé-ep ù 1 ṭup-pu-um ša 5 GÚ URUDU ša ḫu-bu-ul ku-ra ku-nu-ki-a a-kà-li ÌR ša a-šur-ma-lik na-áš-a-ku-nu-tí a-ma-kam iš-tí a-na-na li-ib-ší-ú a-ma-kam im-ra-mu-ša a-na ba-áb-tim ša tù-um-li-a-i-im li-ḫi-id,"To Mannum-kī-Aššur and Anna-anna from Ennam-Aššur: Akali, Aššur-malik's slave is bringing you under my seal 1 tablet from the Gate of the God concerning 9.5 minas 3 shekels of silver, with the testimony of Alulaya and Lā-qēp, plus 1 tablet concerning 5 talents of copper from Kura's debt. Let them remain there with Anna-anna. There Ewarimuša should take care of the outstanding claims of the man from Tumliya. ",lexicon_variant
ú a-ma-kam ṣí-lu-lu ḫa-sí-is-ma na-áš-pé-er-tù-šu ù na-áš-pé-er-ta-kà a-na ṣé-er a-we-li tap-pá-e-šu lu a-na ša ki-ma šu-a-tí xxx x … x ṭup-pá-am xx-dí-ú le-qé … i-na xxx kà-ri … i-zi-iz xxx ma-lá x-xxx-tí-ni i-na … a-lim(ki) lu lá xx ku ma a dí-in a-lim(ki) a-na-kam ṭup-pí-šu-nu lu ni-il₅-ta-qé i-ḫi-id-ma tí-ir-ta-kà le-zi-ba-am,"Also, remind Ṣilulu there that his missive as well as your missive ... to the men who are his partners as well as his representatives ... a verdict of the City here ... we have taken their tablet. Pay attention and leave your instructions.",none
u a-ma-kam ṣí-lu-lu ḫa-sí-is-ma na-áš-pé-er-tù-šu ù na-áš-pé-er-ta-kà a-na ṣé-er a-we-li tap-pá-e-šu lu a-na ša ki-ma šu-a-tí xxx x … x ṭup-pá-am xx-dí-ú le-qé … i-na xxx kà-ri … i-zi-iz xxx ma-lá x-xxx-tí-ni i-na … a-lim(ki) lu lá xx ku ma a dí-in a-lim(ki) a-na-kam ṭup-pí-šu-nu lu ni-il₅-ta-qé i-ḫi-id-ma tí-ir-ta-kà le-zi-ba-am,"Also, remind Ṣilulu there that his missive as well as your missive ... to the men who are his partners as well as his representatives ... a verdict of the City here ... we have taken their tablet. Pay attention and leave your instructions.",lexicon_variant
ù a-ma-kam ṣí-lu-lu ḫa-sí-is-ma na-áš-pé-er-tù-šu ù na-áš-pé-er-ta-kà a-na ṣé-er a-we-li tap-pá-e-šu lu a-na ša ki-ma šu-a-tí xxx x … x ṭup-pá-am xx-dí-ú le-qé … i-na xxx kà-ri … i-zi-iz xxx ma-lá x-xxx-tí-ni i-na … a-lim(ki) lu lá xx ku ma a dí-in a-lim(ki) a-na-kam ṭup-pí-šu-nu lu ni-il₅-ta-qé i-ḫi-id-ma tí-ir-ta-kà le-zi-ba-am,"Also, remind Ṣilulu there that his missive as well as your missive ... to the men who are his partners as well as his representatives ... a verdict of the City here ... we have taken their tablet. Pay attention and leave your instructions.",lexicon_variant
[...] za-ku-ú-um e-zi-ib 2 ma-na ša DAM.GÀR ŠÀ.BA a ma-lá té-er-tí-kà 4 ma-na 10 GÍN ša ik-ri-bi₄ a-na a-ta-a-a ù GAL-a-šur 2 ma-na 8.5 GÍN a-na ḫi-na-a ú a-ta-a-a 0.5 ma-na a-na a-šur-DU₁₀ 0.66666 ma-na 1 GÍN a-na a-ta-a-a 0.33333 ma-na a-na i-da-ZU 0.33333 ma-na a-na a-šùr-ba-ni mì-ma a-nim ku-nu-ki GAL-a-šur na-ší a-na 2 ANŠE 0.33333 ma-na 3 GÍN ni-iš-qúl 12 GÍN KÙ a-na kà-ší-im ú ma-ṣa-ra-tim xxxx en-nam-a-šur [...] xxx ŠÀ.BA 0.33333 ma-na 6 GÍN KÙ.BABBAR xxxxx ki xxx URUDU ší-kam GAL-a-šur,"... ... purified, apart from 2 minas of the . Thereof, in accordance with your instruction, 4 minas 10 shekels of temple funds for Ataya <and> Rabi-Aššur; 2 minas 8.5 shekels for hinnāya and Ataya; 0.5 mina for Aššur-ṭāb; 41 shekels for Ataya; 0.3333 mina for I-da-Suen; 0.3333 mina for Aššur-bāni - all this under my seals Rabi-Aššur is bringing. For 2 donkeys we paid 23 shekels, 12 shekels of silver for the official and the guarding ... ... ... ... ... ... ...Enna]m?-Aššur... ... ... Thereof 26 shekels of silver ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... -copper Rabi-Aššur.",none
[...] a-za-ku e-zi-ib 2 ma-na ša DAM.GÀR ŠÀ.BA a ma-lá té-er-tí-kà 4 ma-na 10 GÍN ša ik-ri-bi₄ a-na a-ta-a-a ù GAL-a-šur 2 ma-na 8.5 GÍN a-na ḫi-na-a ú a-ta-a-a 0.5 ma-na a-na a-šur-DU₁₀ 0.66666 ma-na 1 GÍN a-na a-ta-a-a 0.33333 ma-na a-na i-da-ZU 0.33333 ma-na a-na a-šùr-ba-ni mì-ma a-nim ku-nu-ki GAL-a-šur na-ší a-na 2 ANŠE 0.33333 ma-na 3 GÍN ni-iš-qúl 12 GÍN KÙ a-na kà-ší-im ú ma-ṣa-ra-tim xxxx en-nam-a-šur [...] xxx ŠÀ.BA 0.33333 ma-na 6 GÍN KÙ.BABBAR xxxxx ki xxx URUDU ší-kam GAL-a-šur,"... ... purified, apart from 2 minas of the . Thereof, in accordance with your instruction, 4 minas 10 shekels of temple funds for Ataya <and> Rabi-Aššur; 2 minas 8.5 shekels for hinnāya and Ataya; 0.5 mina for Aššur-ṭāb; 41 shekels for Ataya; 0.3333 mina for I-da-Suen; 0.3333 mina for Aššur-bāni - all this under my seals Rabi-Aššur is bringing. For 2 donkeys we paid 23 shekels, 12 shekels of silver for the official and the guarding ... ... ... ... ... ... ...Enna]m?-Aššur... ... ... Thereof 26 shekels of silver ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... -copper Rabi-Aššur.",lexicon_variant
[...] i-za-ku e-zi-ib 2 ma-na ša DAM.GÀR ŠÀ.BA a ma-lá té-er-tí-kà 4 ma-na 10 GÍN ša ik-ri-bi₄ a-na a-ta-a-a ù GAL-a-šur 2 ma-na 8.5 GÍN a-na ḫi-na-a ú a-ta-a-a 0.5 ma-na a-na a-šur-DU₁₀ 0.66666 ma-na 1 GÍN a-na a-ta-a-a 0.33333 ma-na a-na i-da-ZU 0.33333 ma-na a-na a-šùr-ba-ni mì-ma a-nim ku-nu-ki GAL-a-šur na-ší a-na 2 ANŠE 0.33333 ma-na 3 GÍN ni-iš-qúl 12 GÍN KÙ a-na kà-ší-im ú ma-ṣa-ra-tim xxxx en-nam-a-šur [...] xxx ŠÀ.BA 0.33333 ma-na 6 GÍN KÙ.BABBAR xxxxx ki xxx URUDU ší-kam GAL-a-šur,"... ... purified, apart from 2 minas of the . Thereof, in accordance with your instruction, 4 minas 10 shekels of temple funds for Ataya <and> Rabi-Aššur; 2 minas 8.5 shekels for hinnāya and Ataya; 0.5 mina for Aššur-ṭāb; 41 shekels for Ataya; 0.3333 mina for I-da-Suen; 0.3333 mina for Aššur-bāni - all this under my seals Rabi-Aššur is bringing. For 2 donkeys we paid 23 shekels, 12 shekels of silver for the official and the guarding ... ... ... ... ... ... ...Enna]m?-Aššur... ... ... Thereof 26 shekels of silver ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... -copper Rabi-Aššur.",lexicon_variant
ta-aḫ-sí-sà-tum ša tám-kà-ru-tim,Memoranda concerning customers.,none
ta-aḫ-sí-is-tum ša tám-kà-ru-tim,Memoranda concerning customers.,lexicon_variant
ta-aḫ-sí-is-tim ša tám-kà-ru-tim,Memoranda concerning customers.,lexicon_variant
KIŠIB a-šur-(d)UTU-ši DUMU šu-IŠTAR KIŠIB a-šur-lá-ma-sí KIŠIB dan-a-šur DUMU ku-sú-sà-ri-im x ma-na KÙ ṣa-ru-pá-am i-ṣé-er a-šur-lá-ma-sí la-ma-sà-tum tí-šu iš-tù ḫa-mu-uš-tim ša kur-ub-IŠTAR ù ì-lí-iš-ta-kál a-na 4 ITU.KAM i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb,"Seal of Aššur-šamšī, son of Šu-Ištar, seal of Aššur-lamassī, seal of Dān-Aššur, son of Kususārum. [x] mina of refined silver Aššur-lamassī owes to Lamassutum. From the week of Kurub-Ištar and Iliš-tikal he will pay in 4 months. If he does not pay, he will add interest in accordance with the regulation of the colony.",none
ku-nu-ku-šu a-šur-(d)UTU-ši DUMU šu-IŠTAR KIŠIB a-šur-lá-ma-sí KIŠIB dan-a-šur DUMU ku-sú-sà-ri-im x ma-na KÙ ṣa-ru-pá-am i-ṣé-er a-šur-lá-ma-sí la-ma-sà-tum tí-šu iš-tù ḫa-mu-uš-tim ša kur-ub-IŠTAR ù ì-lí-iš-ta-kál a-na 4 ITU.KAM i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb,"Seal of Aššur-šamšī, son of Šu-Ištar, seal of Aššur-lamassī, seal of Dān-Aššur, son of Kususārum. [x] mina of refined silver Aššur-lamassī owes to Lamassutum. From the week of Kurub-Ištar and Iliš-tikal he will pay in 4 months. If he does not pay, he will add interest in accordance with the regulation of the colony.",lexicon_variant
ku-nu-ki a-šur-(d)UTU-ši DUMU šu-IŠTAR KIŠIB a-šur-lá-ma-sí KIŠIB dan-a-šur DUMU ku-sú-sà-ri-im x ma-na KÙ ṣa-ru-pá-am i-ṣé-er a-šur-lá-ma-sí la-ma-sà-tum tí-šu iš-tù ḫa-mu-uš-tim ša kur-ub-IŠTAR ù ì-lí-iš-ta-kál a-na 4 ITU.KAM i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb,"Seal of Aššur-šamšī, son of Šu-Ištar, seal of Aššur-lamassī, seal of Dān-Aššur, son of Kususārum. [x] mina of refined silver Aššur-lamassī owes to Lamassutum. From the week of Kurub-Ištar and Iliš-tikal he will pay in 4 months. If he does not pay, he will add interest in accordance with the regulation of the colony.",lexicon_variant
(5 broken lines) x x i x x ší ri x ša ší-bu-tí-šu x x ma a-bu-a na-áš-a-ku-šu i-na u₄-mì-im ša e-ra-ba-ni a-na a-lim(ki) ṭù-ru-sú ṭup-pì lu-ša-ak-ší-id 10 GÍN KÙ.BABBAR a-na qá-tí-šu lá ta-be-i-il₅ dí-šu-um 15 ma-na URUDU a-na ší-bi₄ šé-ru-bi₄-im ù a-na ba-áb DINGIR šé-ru-dim áš-qú-ul 3 ma-na URUDU da-a-sú ša a-bu-a ša iš-tù kà-ni-ìš a-dí wa-aḫ-šu-ša-na áš-qú-ul 2.5 ma-na URUDU a-na qá-tí-šu a-dí-in ŠU.NÍGIN 20.5 ma-na URUDU a šu-mì-kà áš-qú-ul 2.5 ma-na URUDU i-na wa-áš-ḫa-ni-a iš-tí a-ša-at da-na-a x x x ki a-ḫi a-ta x x AN.NA ša e-zi-ba-ku-ni x x x x x GÍN KÙ.BABBAR ša-áp-ra-tim x x x x x x x ša šu-a-tí x x x x x ma-na KÙ.BABBAR-áp-kà x x x x x lá x x x,"... with his testimony ... Abuwa brings that to you. The very same day he arrives you must send him to the City. He shall conduct the case concerning my tablet. Do not deny him 10 shekels of silver for his expenses - give it to him. I paid 15 minas of copper to have the witnesses brought here and led to the Gate of the God. 3 minas of copper, the fee for Abuwa for the stretch from Kanesh to Wahšušana, I paid. I gave 2.5 minas of copper for his expenses. In all I have paid 20.5 minas of copper for him. 2.5 minas of copper is owed by Dannaya's wife in Wašhaniya. ... My dear brother, ... the tin I left for you ... x shekels of silver, the sureties, ...",none
(5 broken lines) x x i-na x x ší ri x ša ší-bu-tí-šu x x ma a-bu-a na-áš-a-ku-šu i-na u₄-mì-im ša e-ra-ba-ni a-na a-lim(ki) ṭù-ru-sú ṭup-pì lu-ša-ak-ší-id 10 GÍN KÙ.BABBAR a-na qá-tí-šu lá ta-be-i-il₅ dí-šu-um 15 ma-na URUDU a-na ší-bi₄ šé-ru-bi₄-im ù a-na ba-áb DINGIR šé-ru-dim áš-qú-ul 3 ma-na URUDU da-a-sú ša a-bu-a ša iš-tù kà-ni-ìš a-dí wa-aḫ-šu-ša-na áš-qú-ul 2.5 ma-na URUDU a-na qá-tí-šu a-dí-in ŠU.NÍGIN 20.5 ma-na URUDU a šu-mì-kà áš-qú-ul 2.5 ma-na URUDU i-na wa-áš-ḫa-ni-a iš-tí a-ša-at da-na-a x x x ki a-ḫi a-ta x x AN.NA ša e-zi-ba-ku-ni x x x x x GÍN KÙ.BABBAR ša-áp-ra-tim x x x x x x x ša šu-a-tí x x x x x ma-na KÙ.BABBAR-áp-kà x x x x x lá x x x,"... with his testimony ... Abuwa brings that to you. The very same day he arrives you must send him to the City. He shall conduct the case concerning my tablet. Do not deny him 10 shekels of silver for his expenses - give it to him. I paid 15 minas of copper to have the witnesses brought here and led to the Gate of the God. 3 minas of copper, the fee for Abuwa for the stretch from Kanesh to Wahšušana, I paid. I gave 2.5 minas of copper for his expenses. In all I have paid 20.5 minas of copper for him. 2.5 minas of copper is owed by Dannaya's wife in Wašhaniya. ... My dear brother, ... the tin I left for you ... x shekels of silver, the sureties, ...",lexicon_variant
(5 broken lines) x x i-na-wa x x ší ri x ša ší-bu-tí-šu x x ma a-bu-a na-áš-a-ku-šu i-na u₄-mì-im ša e-ra-ba-ni a-na a-lim(ki) ṭù-ru-sú ṭup-pì lu-ša-ak-ší-id 10 GÍN KÙ.BABBAR a-na qá-tí-šu lá ta-be-i-il₅ dí-šu-um 15 ma-na URUDU a-na ší-bi₄ šé-ru-bi₄-im ù a-na ba-áb DINGIR šé-ru-dim áš-qú-ul 3 ma-na URUDU da-a-sú ša a-bu-a ša iš-tù kà-ni-ìš a-dí wa-aḫ-šu-ša-na áš-qú-ul 2.5 ma-na URUDU a-na qá-tí-šu a-dí-in ŠU.NÍGIN 20.5 ma-na URUDU a šu-mì-kà áš-qú-ul 2.5 ma-na URUDU i-na wa-áš-ḫa-ni-a iš-tí a-ša-at da-na-a x x x ki a-ḫi a-ta x x AN.NA ša e-zi-ba-ku-ni x x x x x GÍN KÙ.BABBAR ša-áp-ra-tim x x x x x x x ša šu-a-tí x x x x x ma-na KÙ.BABBAR-áp-kà x x x x x lá x x x,"... with his testimony ... Abuwa brings that to you. The very same day he arrives you must send him to the City. He shall conduct the case concerning my tablet. Do not deny him 10 shekels of silver for his expenses - give it to him. I paid 15 minas of copper to have the witnesses brought here and led to the Gate of the God. 3 minas of copper, the fee for Abuwa for the stretch from Kanesh to Wahšušana, I paid. I gave 2.5 minas of copper for his expenses. In all I have paid 20.5 minas of copper for him. 2.5 minas of copper is owed by Dannaya's wife in Wašhaniya. ... My dear brother, ... the tin I left for you ... x shekels of silver, the sureties, ...",lexicon_variant
